Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"21.04.2012, 17:00",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,3,0,55.0,73.0,2.0,12.0,"0,67",55.0,5,14.0,19.0,34%,9,16%,74.0,2.0,5.0,41,55%,12.0,"4,00",45,62,5,7,"1,67",61,2,16,32,52%,16,26%,85,7,12,35,41%,5,"1,67",0
"22.04.2012, 17:00",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,0,3,46.0,62.0,2.0,8.0,"0,67",66.0,9,18.0,29.0,43%,18,27%,82.0,5.0,13.0,38,46%,6.0,"2,00",61,74,9,8,"3,00",54,2,19,26,48%,12,22%,73,4,6,39,53%,13,"4,33",1
"25.04.2012, 20:00",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,0,53.0,74.0,6.0,14.0,"2,00",50.0,2,18.0,23.0,46%,14,28%,74.0,7.0,6.0,40,54%,7.0,"2,33",39,64,2,14,"0,67",60,6,20,25,41%,9,15%,79,7,7,31,39%,6,"2,00",0
"17.04.2012, 18:00",Chemik Bydgoszcz,AZS Częstochowa,2,3,76.0,104.0,3.0,16.0,"0,60",91.0,6,29.0,48.0,52%,33,36%,132.0,6.0,10.0,63,48%,10.0,"2,00",80,105,6,14,"1,20",88,3,27,50,56%,34,38%,133,11,10,64,48%,10,"2,00",1
"18.04.2012, 18:00",Chemik Bydgoszcz,AZS Częstochowa,2,3,74.0,100.0,4.0,14.0,"0,80",89.0,2,17.0,55.0,61%,33,37%,123.0,7.0,11.0,59,48%,11.0,"2,20",79,101,2,12,"0,40",86,4,14,60,69%,50,58%,131,10,11,66,50%,11,"2,20",1
"21.04.2012, 17:00",AZS Częstochowa,Chemik Bydgoszcz,1,3,61.0,85.0,2.0,16.0,"0,50",87.0,5,21.0,51.0,58%,32,36%,111.0,11.0,12.0,49,44%,10.0,"2,50",69,99,5,12,"1,25",69,2,12,40,57%,29,42%,111,10,10,52,47%,12,"3,00",1
"22.04.2012, 15:00",AZS Częstochowa,Chemik Bydgoszcz,1,3,62.0,85.0,4.0,14.0,"1,00",84.0,0,27.0,44.0,52%,26,30%,127.0,14.0,11.0,45,35%,13.0,"3,25",69,102,0,18,"0,00",71,4,15,43,60%,28,39%,125,3,13,58,46%,11,"2,75",1
"25.04.2012, 18:00",Chemik Bydgoszcz,AZS Częstochowa,3,0,55.0,74.0,3.0,6.0,"1,00",50.0,3,17.0,28.0,56%,21,42%,81.0,4.0,11.0,35,43%,17.0,"5,67",46,58,3,8,"1,00",68,3,23,33,48%,21,30%,102,11,17,32,31%,11,"3,67",0
"10.03.2012, 17:00",AZS Olsztyn,Trefl Gdańsk,3,2,85.0,113.0,4.0,19.0,"0,80",79.0,5,21.0,44.0,55%,26,32%,118.0,5.0,10.0,64,54%,17.0,"3,40",69,96,6,15,"1,20",94,4,33,43,45%,21,22%,129,10,17,53,41%,10,"2,00",0
"14.03.2012, 19:00",Trefl Gdańsk,AZS Olsztyn,3,1,65.0,93.0,4.0,14.0,"1,00",70.0,5,4.0,32.0,45%,20,28%,102.0,8.0,7.0,46,45%,15.0,"3,75",65,88,5,18,"1,25",79,4,4,40,50%,18,22%,124,11,15,53,43%,7,"1,75",0
"21.03.2012, 18:00",AZS Olsztyn,Trefl Gdańsk,0,3,53.0,71.0,5.0,21.0,"1,67",67.0,3,15.0,42.0,62%,19,28%,88.0,4.0,7.0,44,50%,4.0,"1,33",49,73,3,6,"1,00",50,5,9,30,60%,13,26%,73,7,4,39,53%,7,"2,33",1
"28.03.2012, 19:00",Trefl Gdańsk,AZS Olsztyn,3,0,54.0,75.0,6.0,8.0,"2,00",47.0,2,5.0,22.0,46%,10,21%,82.0,4.0,8.0,37,45%,11.0,"3,67",44,59,2,12,"0,67",66,6,5,35,53%,20,30%,84,9,11,34,40%,8,"2,67",0
"30.09.2011, 20:00",Trefl Gdańsk,PGE Skra Bełchatów,1,3,55.0,85.0,5.0,14.0,"1,25",74.0,10,4.0,29.0,39%,18,24%,89.0,6.0,7.0,42,47%,8.0,"2,00",74,97,10,23,"2,50",71,5,4,33,46%,19,26%,100,4,7,57,57%,7,"1,75",1
"02.10.2011, 17:00",Asseco Resovia,AZS Olsztyn,3,0,54.0,72.0,4.0,17.0,"1,33",50.0,3,13.0,28.0,56%,17,34%,76.0,4.0,4.0,43,57%,7.0,"2,33",35,62,3,12,"1,00",55,4,22,23,41%,15,27%,79,6,7,29,37%,4,"1,33",0
"01.10.2011, 17:00",AZS Częstochowa,Jastrzębski Węgiel,3,1,74.0,98.0,6.0,18.0,"1,50",73.0,2,14.0,44.0,60%,33,45%,107.0,7.0,8.0,57,53%,11.0,"2,75",59,89,2,16,"0,50",80,6,15,48,60%,34,42%,105,5,11,49,47%,8,"2,00",0
"29.09.2011, 19:00",Projekt Warszawa,Chemik Bydgoszcz,1,3,57.0,74.0,2.0,12.0,"0,50",82.0,7,21.0,44.0,53%,17,20%,117.0,11.0,14.0,47,40%,9.0,"2,25",68,93,7,11,"1,75",62,2,17,32,51%,14,22%,99,3,9,47,47%,14,"3,50",1
"03.10.2011, 18:00",ZAKSA Kędzierzyn-Koźle,Społem Kielce,3,1,63.0,92.0,3.0,12.0,"0,75",71.0,5,28.0,30.0,42%,17,23%,100.0,7.0,10.0,50,50%,10.0,"2,50",62,84,5,13,"1,25",80,3,23,37,46%,10,12%,100,7,10,47,47%,10,"2,50",0
"08.10.2011, 17:00",Chemik Bydgoszcz,Trefl Gdańsk,3,0,55.0,73.0,3.0,7.0,"1,00",57.0,3,17.0,31.0,54%,20,35%,81.0,8.0,6.0,45,56%,7.0,"2,33",50,68,3,11,"1,00",66,3,19,32,48%,19,28%,86,9,7,40,47%,7,"2,33",0
"05.10.2011, 18:00",Jastrzębski Węgiel,Projekt Warszawa,3,1,67.0,105.0,3.0,16.0,"0,75",76.0,3,18.0,41.0,53%,24,31%,122.0,8.0,13.0,56,46%,8.0,"2,00",70,102,3,26,"0,75",89,3,23,34,38%,17,19%,120,5,9,53,44%,14,"3,50",0
"07.10.2011, 18:00",AZS Olsztyn,AZS Częstochowa,3,0,52.0,74.0,4.0,11.0,"1,33",51.0,6,12.0,22.0,43%,12,23%,77.0,5.0,5.0,38,49%,10.0,"3,33",41,59,6,8,"2,00",63,4,14,34,53%,20,31%,85,13,10,32,38%,5,"1,67",0
"08.10.2011, 18:00",Społem Kielce,Asseco Resovia,0,3,52.0,80.0,3.0,18.0,"1,00",65.0,6,13.0,28.0,43%,12,18%,82.0,1.0,10.0,40,49%,9.0,"3,00",65,85,6,20,"2,00",62,3,16,27,43%,15,24%,92,6,9,49,53%,10,"3,33",1
"08.10.2011, 14:30",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,0,3,47.0,64.0,5.0,16.0,"1,67",65.0,3,26.0,29.0,44%,11,16%,79.0,5.0,11.0,34,43%,10.0,"3,33",49,75,3,10,"1,00",48,5,11,27,56%,13,27%,71,2,10,35,49%,11,"3,67",1
"12.10.2011, 18:00",ZAKSA Kędzierzyn-Koźle,Trefl Gdańsk,3,1,62.0,95.0,4.0,13.0,"1,00",68.0,4,19.0,32.0,47%,14,20%,96.0,6.0,12.0,48,50%,10.0,"2,50",66,88,4,20,"1,00",82,4,22,37,45%,15,18%,120,12,10,50,42%,12,"3,00",0
"12.10.2011, 20:00",Asseco Resovia,PGE Skra Bełchatów,3,2,81.0,112.0,7.0,12.0,"1,40",94.0,6,25.0,56.0,59%,39,41%,120.0,11.0,8.0,56,47%,18.0,"3,60",83,114,6,20,"1,20",100,7,30,47,47%,23,23%,151,11,18,69,46%,8,"1,60",0
"12.10.2011, 19:00",AZS Częstochowa,Społem Kielce,0,3,46.0,67.0,4.0,14.0,"1,33",67.0,10,19.0,32.0,47%,18,26%,95.0,6.0,13.0,37,39%,5.0,"1,67",54,75,10,8,"3,33",53,4,13,25,47%,16,30%,79,9,5,31,39%,13,"4,33",1
"12.10.2011, 19:00",Projekt Warszawa,AZS Olsztyn,1,3,61.0,88.0,2.0,16.0,"0,50",74.0,7,20.0,36.0,48%,14,18%,109.0,9.0,9.0,50,46%,9.0,"2,25",62,90,7,16,"1,75",72,2,19,40,55%,19,26%,107,7,9,46,43%,9,"2,25",1
"25.10.2011, 18:50",Chemik Bydgoszcz,Jastrzębski Węgiel,2,3,77.0,104.0,4.0,12.0,"0,80",88.0,2,30.0,48.0,54%,35,39%,130.0,6.0,14.0,66,51%,7.0,"1,40",84,104,2,16,"0,40",92,4,24,49,53%,36,39%,136,8,7,69,51%,14,"2,80",1
"17.10.2011, 18:50",Trefl Gdańsk,Jastrzębski Węgiel,0,3,45.0,67.0,1.0,9.0,"0,33",63.0,2,7.0,34.0,53%,26,41%,80.0,5.0,7.0,40,50%,5.0,"1,67",61,74,2,10,"0,67",57,1,5,33,57%,16,28%,87,9,5,52,60%,7,"2,33",1
"15.10.2011, 17:00",AZS Olsztyn,Chemik Bydgoszcz,2,3,86.0,101.0,8.0,7.0,"1,60",100.0,6,32.0,47.0,47%,17,17%,152.0,12.0,14.0,68,45%,10.0,"2,00",85,108,6,8,"1,20",94,8,33,34,36%,22,23%,139,5,10,65,47%,14,"2,80",1
"15.10.2011, 18:00",Społem Kielce,Projekt Warszawa,2,3,75.0,97.0,9.0,15.0,"1,80",97.0,6,19.0,43.0,44%,25,25%,130.0,11.0,9.0,55,42%,11.0,"2,20",77,109,6,12,"1,20",82,9,8,36,43%,18,21%,131,10,11,62,47%,9,"1,80",1
"15.10.2011, 17:00",PGE Skra Bełchatów,AZS Częstochowa,3,1,75.0,103.0,7.0,26.0,"1,75",76.0,4,32.0,29.0,38%,19,25%,107.0,5.0,3.0,52,49%,16.0,"4,00",60,95,4,19,"1,00",76,6,22,33,43%,17,22%,106,7,16,53,50%,3,"0,75",0
"15.10.2011, 14:30",ZAKSA Kędzierzyn-Koźle,Asseco Resovia,3,0,48.0,77.0,1.0,9.0,"0,33",57.0,4,19.0,29.0,50%,14,24%,83.0,9.0,8.0,39,47%,8.0,"2,67",50,73,4,16,"1,33",68,1,20,28,41%,12,17%,87,10,8,38,44%,8,"2,67",0
"22.10.2011, 17:00",Asseco Resovia,Trefl Gdańsk,3,0,56.0,75.0,5.0,11.0,"1,67",42.0,1,7.0,29.0,69%,18,42%,81.0,6.0,5.0,42,52%,9.0,"3,00",38,55,1,13,"0,33",64,5,21,30,46%,14,21%,81,6,9,32,40%,5,"1,67",0
"22.10.2011, 17:00",AZS Częstochowa,ZAKSA Kędzierzyn-Koźle,1,3,80.0,102.0,5.0,17.0,"1,25",95.0,5,24.0,53.0,55%,40,42%,119.0,8.0,7.0,66,55%,9.0,"2,25",75,104,5,9,"1,25",85,5,22,47,55%,32,37%,108,9,9,63,58%,7,"1,75",1
"23.10.2011, 15:50",Projekt Warszawa,PGE Skra Bełchatów,2,3,69.0,94.0,0.0,13.0,"0,00",96.0,6,29.0,48.0,50%,17,17%,151.0,17.0,18.0,59,39%,10.0,"2,00",77,109,6,13,"1,20",81,0,21,41,50%,11,13%,127,10,10,53,42%,18,"3,60",1
"22.10.2011, 17:00",Jastrzębski Węgiel,AZS Olsztyn,3,1,72.0,97.0,6.0,13.0,"1,50",68.0,3,10.0,38.0,55%,17,25%,93.0,9.0,5.0,52,56%,14.0,"3,50",59,85,3,17,"0,75",84,6,11,51,60%,29,34%,113,5,14,51,45%,5,"1,25",0
"21.10.2011, 20:00",Społem Kielce,Chemik Bydgoszcz,1,3,68.0,89.0,6.0,20.0,"1,50",88.0,5,15.0,44.0,50%,25,28%,130.0,10.0,14.0,51,39%,11.0,"2,75",69,99,5,11,"1,25",69,6,13,36,52%,23,33%,119,7,11,50,42%,14,"3,50",1
"28.10.2011, 20:00",Trefl Gdańsk,AZS Olsztyn,3,0,54.0,73.0,7.0,10.0,"2,33",50.0,4,1.0,24.0,48%,13,26%,77.0,6.0,6.0,37,48%,11.0,"3,67",44,63,4,13,"1,33",63,7,3,24,38%,8,12%,87,6,11,35,40%,6,"2,00",0
"29.10.2011, 14:30",Społem Kielce,Jastrzębski Węgiel,3,1,66.0,96.0,4.0,15.0,"1,00",72.0,0,9.0,35.0,48%,21,29%,98.0,8.0,2.0,50,51%,12.0,"3,00",64,89,0,17,"0,00",81,4,15,40,49%,24,29%,117,8,12,62,53%,2,"0,50",0
"29.10.2011, 16:00",PGE Skra Bełchatów,Chemik Bydgoszcz,3,0,58.0,73.0,8.0,18.0,"2,67",54.0,2,15.0,27.0,50%,12,22%,80.0,6.0,6.0,42,52%,8.0,"2,67",34,63,2,9,"0,67",55,8,24,18,32%,10,18%,67,7,8,26,39%,6,"2,00",0
"30.10.2011, 17:00",ZAKSA Kędzierzyn-Koźle,Projekt Warszawa,3,0,57.0,79.0,5.0,5.0,"1,67",55.0,10,15.0,23.0,41%,15,27%,74.0,4.0,8.0,37,50%,15.0,"5,00",54,71,10,16,"3,33",74,5,22,33,44%,11,14%,80,5,15,37,46%,8,"2,67",0
"31.10.2011, 18:00",Asseco Resovia,AZS Częstochowa,1,3,73.0,92.0,8.0,16.0,"2,00",83.0,9,20.0,42.0,50%,24,28%,111.0,5.0,13.0,55,50%,10.0,"2,50",74,94,9,11,"2,25",76,8,21,37,48%,25,32%,110,3,10,52,47%,13,"3,25",1
"04.11.2011, 20:00",AZS Częstochowa,Trefl Gdańsk,3,0,59.0,78.0,5.0,9.0,"1,67",59.0,2,15.0,29.0,49%,13,22%,91.0,13.0,6.0,42,46%,12.0,"4,00",47,71,2,12,"0,67",69,5,22,29,42%,18,26%,83,6,12,39,47%,6,"2,00",0
"04.11.2011, 19:00",Projekt Warszawa,Asseco Resovia,2,3,67.0,98.0,8.0,14.0,"1,60",88.0,10,28.0,30.0,34%,11,12%,114.0,7.0,10.0,48,42%,11.0,"2,20",82,107,10,19,"2,00",84,8,22,40,47%,18,21%,119,7,11,62,52%,10,"2,00",1
"03.11.2011, 20:30",Chemik Bydgoszcz,ZAKSA Kędzierzyn-Koźle,1,3,65.0,89.0,6.0,13.0,"1,50",85.0,8,21.0,49.0,57%,26,30%,104.0,7.0,10.0,49,47%,10.0,"2,50",73,97,8,12,"2,00",76,6,11,51,67%,32,42%,102,7,10,56,55%,9,"2,25",1
"05.11.2011, 14:30",Jastrzębski Węgiel,PGE Skra Bełchatów,1,3,58.0,85.0,4.0,19.0,"1,00",76.0,7,19.0,32.0,42%,21,27%,97.0,10.0,8.0,48,49%,6.0,"1,50",68,96,7,20,"1,75",66,4,13,35,53%,16,24%,89,4,6,53,60%,8,"2,00",1
"03.11.2011, 18:00",AZS Olsztyn,Społem Kielce,0,3,44.0,59.0,4.0,12.0,"1,33",66.0,3,25.0,26.0,39%,14,21%,92.0,7.0,12.0,37,40%,3.0,"1,00",52,74,3,8,"1,00",47,4,15,19,40%,11,23%,76,5,3,37,49%,12,"4,00",1
"11.12.2011, 18:00",Trefl Gdańsk,Społem Kielce,3,2,68.0,99.0,2.0,17.0,"0,40",79.0,6,5.0,41.0,51%,22,27%,125.0,11.0,12.0,60,48%,7.0,"1,40",66,97,6,18,"1,20",80,2,2,48,60%,25,31%,122,12,7,48,39%,12,"2,40",0
"10.12.2011, 17:00",PGE Skra Bełchatów,AZS Olsztyn,3,0,49.0,75.0,5.0,16.0,"1,67",46.0,2,16.0,26.0,56%,13,28%,66.0,1.0,2.0,37,56%,7.0,"2,33",35,49,2,12,"0,67",59,5,20,31,52%,11,18%,71,9,6,32,45%,1,"0,33",0
"10.12.2011, 14:30",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,2,3,74.0,107.0,4.0,19.0,"0,80",83.0,2,20.0,51.0,61%,29,34%,108.0,8.0,7.0,60,56%,11.0,"2,20",73,103,2,20,"0,40",88,4,17,46,52%,19,21%,126,10,11,64,51%,7,"1,40",1
"10.12.2011, 17:00",Asseco Resovia,Chemik Bydgoszcz,3,1,76.0,98.0,11.0,17.0,"2,75",73.0,2,14.0,48.0,65%,29,39%,124.0,13.0,9.0,58,47%,7.0,"1,75",52,83,2,10,"0,50",81,11,27,32,39%,21,25%,113,11,7,41,36%,9,"2,25",0
"09.12.2011, 20:00",AZS Częstochowa,Projekt Warszawa,2,3,69.0,102.0,6.0,16.0,"1,20",85.0,5,20.0,48.0,56%,27,31%,115.0,15.0,8.0,49,43%,14.0,"2,80",71,103,5,18,"1,00",86,6,18,46,53%,24,27%,110,12,14,58,53%,8,"1,60",1
"18.12.2011, 19:00",Projekt Warszawa,Trefl Gdańsk,3,0,55.0,73.0,8.0,15.0,"2,67",59.0,4,20.0,24.0,40%,8,13%,93.0,7.0,4.0,43,46%,4.0,"1,33",42,69,4,10,"1,33",58,8,22,19,32%,7,12%,77,7,4,34,44%,4,"1,33",0
"16.12.2011, 18:00",Chemik Bydgoszcz,AZS Częstochowa,3,0,58.0,74.0,10.0,7.0,"3,33",44.0,1,14.0,23.0,52%,16,36%,73.0,4.0,2.0,39,53%,9.0,"3,00",37,51,1,7,"0,33",67,10,20,29,43%,24,35%,70,7,9,34,49%,2,"0,67",0
"17.12.2011, 14:30",Jastrzębski Węgiel,Asseco Resovia,3,1,64.0,91.0,3.0,12.0,"0,75",63.0,8,20.0,25.0,39%,14,22%,88.0,9.0,9.0,47,53%,14.0,"3,50",53,77,8,14,"2,00",79,3,19,40,50%,22,27%,101,12,14,36,36%,9,"2,25",0
"18.12.2011, 16:00",AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,3,1,70.0,99.0,5.0,24.0,"1,25",83.0,4,21.0,38.0,45%,15,18%,110.0,9.0,8.0,59,54%,6.0,"1,50",64,100,4,17,"1,00",75,5,16,48,64%,24,32%,107,9,6,53,50%,8,"2,00",0
"17.12.2011, 14:30",Społem Kielce,PGE Skra Bełchatów,2,3,59.0,94.0,4.0,26.0,"0,80",79.0,2,23.0,33.0,41%,18,22%,109.0,9.0,15.0,47,43%,8.0,"1,60",69,107,2,28,"0,40",68,4,17,33,48%,18,26%,94,5,8,52,55%,15,"3,00",1
"29.12.2011, 17:00",PGE Skra Bełchatów,Trefl Gdańsk,3,0,46.0,72.0,6.0,12.0,"2,00",39.0,4,14.0,18.0,46%,12,30%,72.0,7.0,7.0,33,46%,8.0,"2,67",33,55,4,16,"1,33",60,6,28,16,26%,6,10%,78,11,8,22,28%,7,"2,33",0
"29.12.2011, 18:00",AZS Olsztyn,Asseco Resovia,0,3,34.0,50.0,3.0,10.0,"1,00",63.0,10,21.0,25.0,39%,10,15%,60.0,7.0,8.0,29,48%,2.0,"0,67",57,74,10,11,"3,33",40,3,10,20,50%,12,30%,60,4,2,39,65%,8,"2,67",1
"30.12.2011, 18:00",Jastrzębski Węgiel,AZS Częstochowa,3,0,50.0,74.0,7.0,12.0,"2,33",43.0,2,9.0,21.0,48%,14,32%,62.0,9.0,2.0,32,52%,11.0,"3,67",35,57,2,14,"0,67",62,7,18,29,46%,15,24%,72,10,11,31,43%,2,"0,67",0
"29.12.2011, 20:30",Chemik Bydgoszcz,Projekt Warszawa,3,2,82.0,110.0,4.0,10.0,"0,80",91.0,2,31.0,48.0,52%,34,37%,138.0,12.0,18.0,65,47%,13.0,"2,60",85,109,2,18,"0,40",100,4,34,49,49%,37,37%,137,9,13,66,48%,18,"3,60",0
"30.12.2011, 18:00",Społem Kielce,ZAKSA Kędzierzyn-Koźle,0,3,47.0,70.0,0.0,16.0,"0,00",63.0,6,12.0,33.0,52%,13,20%,82.0,7.0,5.0,42,51%,5.0,"1,67",54,79,6,16,"2,00",54,0,15,28,51%,16,29%,71,2,5,43,61%,5,"1,67",1
"13.01.2012, 20:00",Trefl Gdańsk,Chemik Bydgoszcz,0,3,52.0,63.0,3.0,10.0,"1,00",69.0,7,1.0,39.0,56%,17,24%,97.0,12.0,10.0,43,44%,7.0,"2,33",52,73,7,4,"2,33",53,3,3,23,43%,10,18%,83,4,7,35,42%,10,"3,33",1
"14.01.2012, 14:30",Projekt Warszawa,Jastrzębski Węgiel,2,3,71.0,105.0,2.0,25.0,"0,40",88.0,5,22.0,47.0,53%,15,17%,112.0,9.0,13.0,61,54%,8.0,"1,60",68,105,5,17,"1,00",80,2,20,38,47%,16,20%,105,11,8,50,48%,13,"2,60",1
"16.01.2012, 18:00",AZS Częstochowa,AZS Olsztyn,3,1,69.0,98.0,5.0,13.0,"1,25",65.0,5,14.0,34.0,52%,20,30%,100.0,5.0,11.0,52,52%,12.0,"3,00",57,78,5,13,"1,25",85,5,18,46,54%,31,36%,112,12,12,41,37%,11,"2,75",0
"14.01.2012, 17:00",Asseco Resovia,Społem Kielce,3,0,63.0,80.0,6.0,12.0,"2,00",58.0,4,16.0,24.0,41%,13,22%,83.0,7.0,9.0,47,57%,10.0,"3,33",45,69,4,11,"1,33",68,6,23,36,52%,23,33%,81,4,10,33,41%,9,"3,00",0
"15.01.2012, 18:00",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,1,3,63.0,100.0,3.0,19.0,"0,75",77.0,7,18.0,40.0,51%,21,27%,96.0,6.0,12.0,53,55%,7.0,"1,75",77,102,7,25,"1,75",81,3,19,41,50%,16,19%,109,9,7,58,53%,12,"3,00",1
"28.01.2012, 15:00",Trefl Gdańsk,ZAKSA Kędzierzyn-Koźle,0,3,41.0,61.0,1.0,14.0,"0,33",62.0,10,3.0,26.0,41%,18,29%,84.0,7.0,5.0,34,40%,6.0,"2,00",51,74,10,12,"3,33",47,1,3,28,59%,16,34%,87,8,6,38,44%,5,"1,67",1
"28.01.2012, 20:00",PGE Skra Bełchatów,Asseco Resovia,3,0,55.0,78.0,11.0,17.0,"3,67",45.0,6,16.0,15.0,33%,8,17%,61.0,3.0,5.0,35,57%,9.0,"3,00",38,60,6,15,"2,00",61,11,24,25,40%,12,19%,62,4,9,27,44%,5,"1,67",0
"30.01.2012, 18:00",Społem Kielce,AZS Częstochowa,1,3,71.0,99.0,7.0,18.0,"1,75",82.0,3,13.0,39.0,47%,18,21%,104.0,7.0,5.0,55,53%,9.0,"2,25",65,94,3,12,"0,75",81,7,19,32,39%,13,16%,121,12,9,57,47%,5,"1,25",1
"28.01.2012, 17:00",AZS Olsztyn,Projekt Warszawa,0,3,38.0,55.0,2.0,11.0,"0,67",65.0,8,15.0,30.0,46%,20,30%,72.0,7.0,9.0,31,43%,5.0,"1,67",54,73,8,8,"2,67",44,2,15,17,38%,8,18%,65,6,5,37,57%,9,"3,00",1
"29.01.2012, 17:30",Jastrzębski Węgiel,Chemik Bydgoszcz,2,3,86.0,113.0,6.0,21.0,"1,20",95.0,5,21.0,41.0,43%,17,17%,134.0,7.0,11.0,67,50%,13.0,"2,60",75,107,5,12,"1,00",92,6,28,40,43%,18,19%,134,10,13,59,44%,11,"2,20",1
"04.02.2012, 17:00",Jastrzębski Węgiel,Trefl Gdańsk,3,0,55.0,74.0,5.0,8.0,"1,67",53.0,5,7.0,29.0,54%,16,30%,95.0,6.0,5.0,38,40%,12.0,"4,00",45,63,5,10,"1,67",66,5,17,28,42%,14,21%,103,7,12,35,34%,5,"1,67",0
"04.02.2012, 17:00",Chemik Bydgoszcz,AZS Olsztyn,3,0,55.0,73.0,5.0,9.0,"1,67",33.0,1,5.0,22.0,66%,15,45%,73.0,4.0,3.0,44,60%,6.0,"2,00",24,40,1,7,"0,33",64,5,21,28,43%,23,35%,81,12,6,20,25%,3,"1,00",0
"03.02.2012, 18:00",Projekt Warszawa,Społem Kielce,3,2,69.0,106.0,9.0,20.0,"1,80",86.0,7,24.0,47.0,54%,17,19%,115.0,15.0,9.0,52,45%,8.0,"1,60",67,105,7,19,"1,40",86,9,24,40,46%,13,15%,109,12,8,51,47%,9,"1,80",0
"05.02.2012, 18:00",AZS Częstochowa,PGE Skra Bełchatów,0,3,45.0,65.0,4.0,10.0,"1,33",61.0,4,12.0,31.0,50%,19,31%,83.0,5.0,9.0,35,42%,6.0,"2,00",61,76,4,15,"1,33",55,4,10,30,54%,17,30%,78,3,6,48,62%,9,"3,00",1
"04.02.2012, 14:30",Asseco Resovia,ZAKSA Kędzierzyn-Koźle,3,1,68.0,98.0,8.0,12.0,"2,00",69.0,8,13.0,42.0,60%,28,40%,100.0,5.0,7.0,54,54%,6.0,"1,50",61,82,8,13,"2,00",85,8,22,41,48%,25,29%,99,11,6,46,46%,7,"1,75",0
"11.02.2012, 18:00",Trefl Gdańsk,Asseco Resovia,1,3,67.0,87.0,4.0,19.0,"1,00",79.0,3,7.0,38.0,48%,24,30%,102.0,8.0,7.0,52,51%,11.0,"2,75",60,90,3,11,"0,75",69,4,4,34,49%,15,21%,97,10,11,50,52%,7,"1,75",1
"11.02.2012, 17:00",ZAKSA Kędzierzyn-Koźle,AZS Częstochowa,3,0,56.0,81.0,8.0,7.0,"2,67",66.0,5,14.0,33.0,50%,12,18%,95.0,11.0,5.0,44,46%,4.0,"1,33",53,75,5,9,"1,67",74,8,26,27,36%,17,22%,93,15,4,43,46%,5,"1,67",0
"11.02.2012, 16:00",PGE Skra Bełchatów,Projekt Warszawa,3,2,86.0,110.0,6.0,23.0,"1,20",89.0,5,38.0,36.0,40%,20,22%,130.0,12.0,13.0,67,52%,13.0,"2,60",66,104,5,15,"1,00",64,4,33,22,34%,11,17%,116,7,13,48,41%,13,"2,60",0
"11.02.2012, 13:45",AZS Olsztyn,Jastrzębski Węgiel,1,3,68.0,89.0,6.0,16.0,"1,50",78.0,7,28.0,32.0,41%,21,26%,112.0,7.0,11.0,54,48%,8.0,"2,00",69,90,7,12,"1,75",73,6,23,30,41%,16,21%,100,7,8,51,51%,11,"2,75",1
"10.02.2012, 18:00",Chemik Bydgoszcz,Społem Kielce,3,0,52.0,74.0,5.0,7.0,"1,67",46.0,3,11.0,27.0,58%,15,32%,77.0,3.0,7.0,39,51%,8.0,"2,67",47,60,3,14,"1,00",67,5,14,36,53%,28,41%,94,8,8,37,39%,7,"2,33",0
"15.02.2012, 18:00",AZS Olsztyn,Trefl Gdańsk,1,3,68.0,87.0,5.0,17.0,"1,25",87.0,8,28.0,43.0,49%,21,24%,119.0,11.0,14.0,54,45%,9.0,"2,25",66,95,8,8,"2,00",70,5,28,31,44%,17,24%,96,7,9,44,46%,14,"3,50",1
"15.02.2012, 18:00",Jastrzębski Węgiel,Społem Kielce,2,3,73.0,101.0,5.0,19.0,"1,00",90.0,4,21.0,48.0,53%,27,30%,140.0,12.0,10.0,60,43%,8.0,"1,60",73,109,4,19,"0,80",82,5,18,33,40%,16,19%,127,7,8,59,46%,10,"2,00",1
"15.02.2012, 18:00",Chemik Bydgoszcz,PGE Skra Bełchatów,0,3,38.0,64.0,4.0,7.0,"1,33",66.0,5,25.0,29.0,43%,25,37%,73.0,3.0,15.0,31,42%,3.0,"1,00",75,82,5,16,"1,67",57,4,11,34,59%,27,47%,84,6,3,55,65%,15,"5,00",1
